uwi,facies,mean_elev_masl,rows,thickness,rhob_mean,rhob_sd,dtc_mean,dtc_sd,dts_mean,dts_sd,gr_mean,gr_sd
100010506518W500,dv_carb,-2040.9,147,14.599999999999898,2687.9570857142858,18.143394267037753,192.0725156462585,15.27294923822006,358.529874829932,30.90821286358693,36.115538095238094,9.815519257294524
100010506518W500,dv_shale,-2018.35,304,30.2999999999997,2579.1039289473683,68.15207660727718,243.44262467105264,14.801306941197495,417.4104134868421,45.39646796811307,88.90567401315789,16.308969883555545
100011806117W500,dv_carb,-2124.175,475,11.849999999999898,2716.228163368421,18.57543897516984,187.9364572631579,16.07476195565507,342.7324296842105,22.435698744957705,57.11507010526316,26.988236870247558
100011806117W500,dv_shale,-2103.6625,1166,29.125,2571.782852315609,42.66991213273836,226.59862024013722,10.75349351026917,374.9780289879931,15.397271468442947,154.5585065180103,42.351755515850556
100012806123W500,dv_shale,-2645.5858895705524,489,49.1000000000004,2547.4144603271984,100.64949910030754,266.24047873210634,15.522481246313994,432.3163047034765,22.305060800056555,126.5718572597137,32.445957316502415
100013306521W500,dv_carb,-2242.35,124,12.299999999999702,2690.9871758064514,21.520885004879105,188.10577661290324,9.398628555464619,349.5439758064516,14.493356458688128,35.46062096774194,7.3584699332967025
100013306521W500,dv_shale,-2225.25,218,21.6999999999998,2567.8635701834864,73.86296837662152,246.07993532110092,20.59577541590029,413.8119876146789,29.907767688002448,116.51226100917431,35.16003856705985
100020406519W500,dv_carb,-2108.95,162,16.099999999999902,2716.22127345679,14.595562343928448,187.34395061728395,10.274199276836852,NA,NA,44.196481481481484,10.84147811380909
100020406519W500,dv_shale,-2088.85,240,23.9000000000001,2568.6336520833333,41.97284036952072,240.6122,13.49055836058444,NA,NA,112.685375,23.96887519125794
100020706419W500,dv_carb,-2179.85,110,10.900000000000098,2686.2286354545454,15.209402424517982,182.6583409090909,14.683205433190166,NA,NA,39.78961363636363,14.21526395742162
100020706419W500,dv_shale,-2157.15,344,34.2999999999997,2537.617415934066,34.97580505042171,239.86072238372094,12.136216591415714,NA,NA,110.26364825581395,20.297893140710862
100020906418W500,dv_carb,-2072.1,125,12.400000000000098,2721.1572784,29.53463428631518,177.93024,10.229015219525794,NA,NA,35.37204,10.281833172420367
100020906418W500,dv_shale,-2046.7173684210527,380,39,2595.638568157895,56.059730781801235,229.28536842105262,16.83237346406705,NA,NA,107.0227302631579,28.634124988351818
100021706621W500,dv_carb,-2227.75,140,13.8999999999996,2663.9173405405404,9.782592130368311,195.37833571428573,14.517598206404536,366.47520214285714,38.54671163911749,46.035113571428575,20.421187809371958
100021706621W500,dv_shale,-2213.85,138,13.6999999999998,2526.4767398550725,48.63646176633441,251.24704057971016,10.771248430883075,412.56952173913044,26.580427852300435,159.0868695652174,31.52925877240328
100022206320W502,dv_carb,-2286.35,88,8.700000000000301,2649.3176261363637,64.83392000031675,221.0001443181818,34.000632338172764,389.755525,47.678174008585216,74.04,43.748644814896835
100022206320W502,dv_shale,-2244,759,75.7999999999997,2588.974497364954,81.06233569405713,250.49046561264822,15.447876069863396,427.87140408432145,36.08975373763313,109.16810895915678,28.82451432054772
100030706316W500,dv_carb,-1974.05,84,8.299999999999699,2697.5113333333334,11.613583372601658,180.97642380952382,14.40785658479779,NA,NA,35.53403095238095,12.674263451311372
100030706316W500,dv_shale,-1950.75,382,38.1000000000004,2559.570285340314,42.15271751776184,232.70419842931938,12.297556092256798,NA,NA,133.88732984293193,31.45830102271243
100033206322W500,dv_carb,-2483.85,58,5.699999999999797,2661.839746551724,15.264828661823003,180.63644827586208,19.010832099014674,NA,NA,28.857672413793104,7.662717912274031
100033206322W500,dv_shale,-2464.1,337,33.6000000000004,2499.0435083086054,32.815120164254374,247.81501513353115,16.34180133351176,NA,NA,130.2826112759644,28.301420085183487
100033206415W500,dv_carb,-1801.65,140,13.900000000000102,2671.9330414285714,22.98320780024421,206.178295,10.19835832665002,NA,NA,64.7685,10.253764876214523
100033206415W500,dv_shale,-1785.9,175,17.4000000000001,2524.9246737142857,33.5751714707768,246.15443885714285,11.87518786703318,NA,NA,141.28298571428573,27.247978241061656
100033506216W500,dv_carb,-1926.2066,591,14.985999999999898,2659.2500490693737,76.98035036056221,193.55825769881557,25.96815797505138,343.84801489001694,27.344826155901153,45.1582717428088,28.926725466373583
100033506216W500,dv_shale,-1901.4924,1355,34.3915999999999,2592.478929298893,54.75021859051085,223.9198526199262,10.466142631659098,368.5577127675277,24.480602361957427,117.08045896678966,30.28633253373593
100041606522W500,dv_carb,-2369.75,132,13.0999999999999,2706.3846143939395,16.17903194368183,185.67372196969697,19.766146773147398,NA,NA,37.77346363636364,14.131217754267142
100041606522W500,dv_shale,-2355.3,157,15.5999999999999,2540.7960076433124,31.50303686624463,246.00389936305731,9.063067911666224,NA,NA,136.33937006369428,19.50818520550713
100042106416W500,dv_carb,-1885.25,130,12.8999999999996,2705.5998723076923,15.502513850525652,199.0149946153846,13.168255988634899,369.3154369230769,19.231667351976423,53.79174,11.86878769332573
100042106416W500,dv_shale,-1864.25,290,28.8999999999996,2572.861914827586,60.40565366171492,241.74509068965517,9.14055317663898,402.61065931034483,30.527705473285533,118.25100551724138,22.829615875930326
100043206420W500,dv_carb,-2234.4044,95,14.325599999999596,2704.165452631579,18.50140787225388,183.64714631578948,15.725432057622323,NA,NA,37.1011,13.183188091511484
100043206420W500,dv_shale,-2214.8972,161,24.384,2549.6329683229815,36.50579931181726,242.19621118012424,12.206482051762467,NA,NA,118.22187204968944,27.874467654746816
100052306418W500,dv_carb,-2023,119,11.8000000000002,2684.011695798319,17.158168498594737,180.78409075630253,8.79768864099525,NA,NA,36.13998823529412,8.564686264284473
100052306418W500,dv_shale,-2003.7,267,26.5999999999999,2583.6806235955055,53.26176300534274,220.71995543071162,14.06205375143846,NA,NA,94.85113146067415,26.133383927818855
100053206322W500,dv_shale,-2471.3838,318,48.3108000000002,2583.8199773584906,88.4182724766019,248.1488537735849,8.820119526352789,423.2294179245283,28.570506275105814,139.2862210691824,28.254478553218544
100060106319W500,dv_carb,-2181.25,82,8.099999999999902,2666.603779268293,19.377141961458165,196.95263414634147,15.821112229917944,NA,NA,49.97103658536585,18.54547614195921
100060106319W500,dv_shale,-2158.7,369,36.7999999999997,2532.1537780487806,31.26906248415465,237.1626165311653,10.049800908217412,NA,NA,131.43693089430894,37.65811891692653
100060406215W500,dv_carb,-1905.3,67,6.600000000000399,2713.8683104477614,28.560217521639686,179.9163776119403,17.783095540230786,NA,NA,43.72624776119403,10.983974264428323
100060406215W500,dv_shale,-1890.6,227,22.5999999999999,2575.964208370044,39.73337445539602,210.25435947136563,13.16541671908976,NA,NA,155.22983568281938,33.71940317915111
100060606515W500,dv_carb,-1799.85,136,13.5,2648.4875382352943,35.26837086486262,205.63083602941177,10.55873036580295,NA,NA,58.760580147058825,8.566075082192024
100060606515W500,dv_shale,-1778.3,295,29.4000000000001,2561.8770322033897,62.183634073077734,238.0701318644068,18.942941686484513,NA,NA,104.07124779661017,22.549834662378323
100060706320W500,dv_carb,-2355.0807692307694,52,6.5,2637.946948076923,42.93324015559777,209.6442403846154,19.834098512462383,NA,NA,59.848846153846154,17.441555814512913
100060706320W500,dv_shale,-2330.4265550239234,418,43,2487.0803198564595,49.988252103549996,255.85617966507178,16.62039101493108,NA,NA,114.69462918660287,29.37018831728226
100060806019W500,dv_shale,-2354.886312399356,621,65.8000000000002,2527.44569452496,60.730087358668314,257.477491626409,29.520739793434576,NA,NA,119.3685615136876,26.660503459444435
100061006216W500,dv_carb,-1964.6,99,9.8000000000002,2701.6081353535355,17.468372307315946,171.0878818181818,4.871489396988581,NA,NA,30.259090909090908,8.088053922728095
100061006216W500,dv_shale,-1946.35,266,26.5,2587.27779924812,37.66423222507899,213.0897530075188,9.889093333678192,NA,NA,133.894257518797,35.531377727251744
100061305818W500,dv_carb,-2290.1,155,15.400000000000105,2632.7230980645163,29.972999849098983,171.21687161290322,6.410518025411363,NA,NA,18.54985806451613,13.677825668728897
100061305818W500,dv_shale,-2253.7,573,57.1999999999998,2556.4386343804535,97.15089731635341,200.24759371727748,18.253168814084034,NA,NA,94.04846195462478,44.85156082840339
100061306018W500,dv_carb,-2193.35,38,3.699999999999797,2701.9697263157896,18.3190797132047,190.71431052631578,13.333339036512529,NA,NA,74.29833947368421,14.116848391397317
100061306018W500,dv_shale,-2168.15,466,46.5,2610.95829527897,83.15142041141091,222.25058004291844,14.614518441443026,NA,NA,139.54294163090128,42.559212423421044
100061506321W500,dv_carb,-2388,45,4.399999999999601,2598.89666,144.005370746535,202.50822444444444,22.970740792415544,NA,NA,54.330333333333336,17.40090117833504
100061506321W500,dv_shale,-2364.8,419,41.7999999999997,2504.1068579952266,39.84645478230023,252.08404725536994,15.297296976460876,NA,NA,125.08145584725537,30.567450317749266
100062106519W500,dv_carb,-2087.85,164,16.2999999999997,2710.871223780488,24.550487276495293,186.78962012195123,12.108021722282354,NA,NA,50.32541036585366,14.013865199040762
100062106519W500,dv_shale,-2070.203743315508,187,20.1000000000004,2558.0499588235293,33.56822989087651,250.39073475935828,25.36023346118329,NA,NA,126.32333315508022,21.46564849221083
100062906118W500,dv_carb,-2190.6,147,14.6000000000004,2704.411657142857,20.624706530179463,181.6617081632653,14.933686022356182,NA,NA,41.265148979591835,15.637440301673625
100062906118W500,dv_shale,-2162.2,421,42,2542.495937529691,41.975828818780236,236.3336083135392,13.934234103539392,NA,NA,130.57395201900238,35.306185226868934
100063006121W500,dv_shale,-2513.1,433,43.1999999999998,2568.374121016166,41.68426329099405,233.28387852193995,17.28263254816077,391.8127508083141,22.991394405185034,137.63798937644341,32.04052999452597
100063106119W500,dv_carb,-2297,165,16.3999999999996,2714.366583030303,24.646600235570578,180.93050606060606,10.2335147855376,NA,NA,40.215272727272726,14.004867705100303
100063106119W500,dv_shale,-2269.4,387,38.5999999999999,2532.5659387596897,40.28884550130055,237.19220930232558,11.041551934834803,NA,NA,139.46986434108527,36.546294656762846
100063206123W500,dv_shale,-2657.1735,598,45.4913999999999,2563.382863043478,59.05818363488684,244.06256588628762,14.175907564813532,NA,NA,124.70575451505017,30.901712254033107
100063506018W500,dv_carb,-2187.4,37,3.6000000000003993,2664.9833027027025,26.676898009216885,193.63282432432433,13.1741764234768,NA,NA,63.939613513513514,13.263461232255121
100063506018W500,dv_shale,-2161.1,489,48.7999999999997,2565.7429676891616,75.1616642657295,238.45208834355827,19.105305565942672,NA,NA,130.38467300613496,41.01854600528986
100070706116W500,dv_carb,-2039.65,60,5.900000000000098,2706.5727583333332,14.882838039543605,182.48531,7.05276570048942,NA,NA,64.14534833333333,15.690008869605595
100070706116W500,dv_shale,-2022.25,288,28.6999999999998,2581.4467399305554,48.86393543649181,212.3629513888889,12.487049220064707,NA,NA,147.55202777777777,42.58946511168419
100070706218W500,dv_carb,-2166.05,162,16.099999999999902,2656.3194716049384,28.967661400685753,188.49818888888888,11.754756330674846,334.06892530864195,17.438141181733677,48.66021604938272,14.996209201905609
100070706218W500,dv_shale,-2139.6,367,36.5999999999999,2434.1224910081746,105.4151957524172,237.68417983651227,15.492338180237647,382.89699264305176,16.82330827927214,149.15188910081744,40.049457172169014
100071606224W500,dv_shale,-2713.6,477,47.5999999999999,2497.4617972746332,62.24116410531238,250.20284737945494,16.24710692312345,NA,NA,155.71298805031446,40.39523597500201
100072106117W500,dv_carb,-2069,143,14.199999999999804,2692.272292307692,37.814781951100905,182.63469160839162,13.663056627273047,NA,NA,45.358007692307694,14.639830038256077
100072106117W500,dv_shale,-2044.4,349,34.8000000000002,2553.629517191977,43.13843674359826,222.10445243553008,15.386372138393181,NA,NA,139.86013696275072,34.0169863965232
100072206324W500,dv_carb,-2668.1,63,6.200000000000298,2642.9669317460316,41.709300533844065,191.29,12.621886590044115,NA,NA,90.27493333333334,29.49202419666123
100072206324W500,dv_shale,-2650.6,287,28.5999999999999,2526.89290174216,25.215366218240064,237.06698222996516,11.513597904111045,NA,NA,207.96045400696863,45.52248284263982
100072406316W500,dv_carb,-1885.7,137,13.599999999999898,2678.2211372262773,29.164371633810333,192.0485204379562,11.309806293096859,NA,NA,49.61945255474453,9.579216212503722
100072406316W500,dv_shale,-1864.25,292,29.09999999999993,2527.7468910958905,34.28307465309996,235.91203732876713,8.287962291411533,NA,NA,124.52740582191781,24.295390575873174
100073106121W500,dv_carb,-2516.05,14,1.2999999999996987,2658.002814285714,20.662065347203026,196.3429857142857,10.799795067846082,NA,NA,52.37860714285714,16.447972073479
100073106121W500,dv_shale,-2492.25,462,46.0999999999999,2541.373987012987,43.51049448757933,248.6802212121212,15.087970365431499,NA,NA,157.92321753246753,36.97623073010793
100073106419W500,dv_carb,-2140.95,158,15.6999999999998,2653.8035696202533,96.4021572264085,177.5647341772152,10.684354368404884,NA,NA,35.787048101265825,10.45977683403422
100073106419W500,dv_shale,-2121,241,24,2598.277107488987,71.5345071388651,239.92126970954357,14.680457003838027,NA,NA,115.86180995850623,34.56130834208707
100073206318W500,dv_carb,-2090.35,116,11.5,2709.879451724138,29.91923995641973,178.0211474137931,15.27649932765705,NA,NA,35.68053879310345,12.964671145605639
100073206318W500,dv_shale,-2067.55,340,33.90000000000012,2582.4699532352943,52.304248179363555,224.63044205882352,14.628143197617247,NA,NA,112.46435294117647,31.598165621939593
100081506218W500,dv_carb,-2128.25,172,17.099999999999902,2700.993718023256,20.82334816911367,188.6015238372093,15.061929587879742,331.8048552325581,47.08468278568238,59.921102325581394,20.34791984247778
100081506218W500,dv_shale,-2097.9,435,43.4000000000001,2564.237424367816,59.30966550353027,234.82581770114942,11.911845843035174,379.2380068965517,15.28654673484762,148.70101793103447,43.59159798538212
100081806417W500,dv_carb,-2006.55,122,12.099999999999902,2701.2439426229507,13.327458344049825,185.7707680327869,10.596318221905133,NA,NA,43.1967737704918,11.25454511959761
100081806417W500,dv_shale,-1984.35,322,32.0999999999999,2587.8322180124223,51.87237785356037,227.32205372670808,11.846621101567898,NA,NA,121.87423633540372,34.231052667761595
100091406220W500,dv_carb,-2287,79,7.800000000000203,2719.3112860759493,33.822347901910646,186.64720253164558,17.046892287301674,NA,NA,69.61531012658227,24.64640765333787
100091406220W500,dv_shale,-2263.85,384,38.3000000000002,2553.7564622395835,40.78363826084798,232.26093697916667,13.273630396136936,NA,NA,161.55682447916666,44.48291451800289
100091406315W500,dv_carb,-1833.95,92,9.1000000000004,2705.140988043478,10.989967908899773,190.58002282608695,3.792005685102129,NA,NA,54.354790217391304,3.8537127241444606
100091406315W500,dv_shale,-1809.65,394,39.2999999999997,2599.4869908629444,58.64186498356446,232.2171961928934,17.63268438536815,NA,NA,122.25612106598984,37.056895746659855
100093406217W500,dv_carb,-2017,79,7.800000000000203,2698.469170886076,16.1089452852799,175.26134683544305,9.757637239800808,321.3565101265823,16.12810072469942,0,0
100093406217W500,dv_shale,-1990.3,455,45.4000000000001,2564.831225054945,54.83395898090116,235.9405202197802,12.128226051204095,389.3405410989011,33.780158209234074,0,0
100100606322W500,dv_carb,-2528.3686,42,6.248399999999904,2703.6620880952382,23.703369583444605,178.0468880952381,14.364535137167787,329.42205,23.996568020613424,37.02625476190476,16.921073023047864
100100606322W500,dv_shale,-2508.328,221,33.5280000000003,2533.332350226244,39.66685572176855,247.8137674208145,13.590147892275999,407.76414253393665,21.126726265370834,150.67339366515836,39.82052033751232
100100706222W500,dv_shale,-2549.95,456,45.5,2561.4942833333334,63.99887304182258,228.34950877192983,15.370828260154871,NA,NA,170.1874826754386,51.50262738638676
100100906223W500,dv_shale,-2615,423,42.1999999999998,2558.1051432624113,51.929558805076084,249.7176841607565,18.961784185406785,NA,NA,163.302695035461,39.78012751697719
100101006619W500,dv_carb,-2026.95,116,11.5,2696.4057172413795,21.17193811585135,192.52074913793103,9.118135932729803,NA,NA,52.307510344827584,10.050560516667536
100101006619W500,dv_shale,-2012.7,169,16.8000000000002,2539.627103550296,37.26364078573858,242.94697869822485,11.800875902747368,NA,NA,119.76858934911243,15.977617033972576
100101706216W500,dv_carb,-1967.3,117,11.599999999999902,2712.313165811966,22.16972016123826,174.09897435897435,5.6573777754660215,NA,NA,35.66454957264957,9.251786820296445
100101706216W500,dv_shale,-1942.85,372,37.0999999999999,2577.6414215053765,44.6466100444877,223.36897365591398,14.520677647668451,NA,NA,143.28398978494624,34.85628446965701
100101806020W500,dv_shale,-2455.3,505,50.4000000000001,2525.788934257426,59.63757767153664,235.0223891089109,17.070101448426822,NA,NA,116.64883663366336,26.2583957406118
100101806419W500,dv_carb,-2172.85,110,10.900000000000098,2694.221288181818,9.107599671820916,178.69829272727273,14.53254999304367,317.4482745454545,26.631661976007063,32.004861818181816,12.180186182507521
100101806419W500,dv_shale,-2149.1,365,36.4000000000001,2585.3173698630135,65.59205404138389,241.6667698630137,12.673903589853975,407.61387397260273,41.78781816151829,102.2047495890411,21.013098114827947
100102106120W500,dv_carb,-2381.45,86,8.5,2708.9355081395347,9.256950239979858,173.40283604651162,3.6310739465606114,NA,NA,42.9596988372093,9.21080475746372
100102106120W500,dv_shale,-2354.6,451,45,2536.771573392461,40.59245777621423,240.39718093126385,13.103068016603,NA,NA,140.6605046563193,33.58102911813885
100102306115W500,dv_carb,-1897.6,67,6.599999999999902,2722.734037313433,21.740553689506513,171.44251343283582,11.309601540791943,NA,NA,36.87114179104478,9.623251248048943
100102306115W500,dv_shale,-1881.95,246,24.5,2639.841750406504,62.84578164213116,216.31753902439024,14.065579530750187,NA,NA,116.57496422764228,28.169781542772593
100102306520W500,dv_carb,-2132.4,141,13.999999999999996,2686.5641191489362,25.870958987192346,186.9002560283688,10.81721175305071,NA,NA,46.01648936170213,13.238451550781384
100102306520W500,dv_shale,-2114.25,222,22.0999999999999,2528.6898292792794,41.4495703486326,247.97774684684686,12.731045460280633,NA,NA,124.69952702702703,20.676490086792317
100103306520W500,dv_carb,-2144.4,125,12.400000000000098,2677.2177552,22.601107801165682,190.88752,7.535376208687369,NA,NA,45.9435112,8.362372146360647
100103306520W500,dv_shale,-2128.8,187,18.5999999999999,2534.487010160428,35.27283420893971,252.61315508021391,16.137541490831058,NA,NA,141.5374048128342,23.972307608918037
100110306020W500,dv_shale,-2417.85,532,53.0999999999999,2480.452507706767,43.26588174416459,241.70022518796992,18.469051378095916,NA,NA,132.48084379699247,28.53985998815091
100110406018W500,dv_shale,-2235.7,629,62.7999999999997,2586.0110278219395,69.14419393117599,222.69529411764705,14.224763891035723,NA,NA,122.36413354531001,35.094379601615195
100112506020W500,dv_shale,-2359,585,58.4000000000001,2537.405572991453,49.368090706629545,245.11731076923076,14.631691060316934,NA,NA,151.46776752136753,32.80507129213082
100112506523W500,dv_carb,-2393.45,136,13.499999999999998,2697.3746404411763,27.359692221331414,194.31541029411764,15.670506341316052,NA,NA,55.77851838235294,12.133410311838851
100112506523W500,dv_shale,-2380.75,118,11.6999999999998,2533.134793220339,36.930471730860475,252.79843983050847,11.03437692117939,NA,NA,148.20291694915255,17.552984448889543
100113305918W500,dv_shale,-2242.65,616,61.5,2583.8072636363636,79.91946979548632,232.82958701298702,17.400966508288995,NA,NA,97.89832646103896,27.744103380140082
100113306020W500,dv_shale,-2397.4,475,47.4000000000001,2585.472517263158,57.120945469489506,246.11476610526316,19.104107782083428,NA,NA,131.191408,29.72866054336161
100122406218W500,dv_carb,-2082.5,128,12.699999999999797,2718.18314453125,48.78304714795071,183.65584375,21.089273326223207,NA,NA,58.32720859375,22.81835848085466
100122406218W500,dv_shale,-2055.7,408,40.7000000000003,2561.564988480392,62.274612688309105,238.4661924019608,18.151026899571256,NA,NA,149.94408259803922,42.62559903250819
100122506318W500,dv_carb,-2040,111,10.999999999999996,2700.708164864865,22.61921916751186,184.11812792792793,16.438130728468273,NA,NA,40.38681621621622,15.13445859650655
100122506318W500,dv_shale,-2018.85,312,31.0999999999999,2565.443578525641,44.08142386535907,225.5490967948718,13.327422149287809,NA,NA,125.71655032051282,34.10150571032579
100122906319W500,dv_carb,-2186.35,68,6.699999999999804,2697.648675,9.421065220618994,216.23480735294117,6.418687631621683,395.16604705882355,8.922050051676358,65.13959411764706,5.966560374833396
100122906319W500,dv_shale,-2168.9,281,28,2702.723403558719,14.084751523133654,238.62327580071175,6.982047804429649,430.3952256227758,11.527445020694172,99.63903096085409,9.312575371495686
100130806320W500,dv_carb,-2327.5,55,5.400000000000098,2658.8893654545454,60.473991454702336,206.9566672727273,24.713091418675205,NA,NA,57.72311454545454,21.040205683285745
100130806320W500,dv_shale,-2305.25,390,38.9000000000001,2503.3389333333334,37.97691747136821,256.8164330769231,15.614401689632597,NA,NA,133.06965076923078,32.73556744375708
100131106417W500,dv_carb,-1952.2,111,11,2678.282248648649,12.44807181442438,188.86927387387388,11.097697004659134,NA,NA,53.070945945945944,9.389247307752763
100131106417W500,dv_shale,-1931.4,305,30.4000000000001,2521.5349786885245,45.02323593396671,236.27513868852458,13.842331329037041,NA,NA,122.03901639344262,30.035900825858096
100131306619W500,dv_carb,-1995.89,130,14.1999999999998,2658.703279230769,24.79770846397494,195.67458923076924,9.710706275771177,NA,NA,51.59829076923077,8.985567643403375
100131306619W500,dv_shale,-1981.55,150,14.8999999999996,2552.294336,42.33330460124013,234.377616,11.78789706457905,NA,NA,102.84582666666667,16.908535379306034
100132505919W500,dv_shale,-2305.222309711286,381,71.5,2580.0819086614174,78.75662637846321,254.61537716535432,32.23082418123222,NA,NA,117.64638005249344,28.717833865441083
100132506424W500,dv_carb,-2564.6,91,9,2688.8874186813186,17.08237455196899,181.59313516483516,17.918753439513672,NA,NA,35.079736263736265,10.0611446514413
100132506424W500,dv_shale,-2548.7,227,22.5999999999999,2531.677292951542,49.130319959286815,248.68969779735684,19.041084655878727,NA,NA,136.52601629955947,33.32565639730702
100133406220W500,dv_carb,-2295.7,91,9,2677.637245054945,14.583059272885883,198.79745934065934,17.065536539756753,337.6598659340659,29.374512816023273,52.03418241758242,18.30873088630785
100133406220W500,dv_shale,-2271.9,385,38.4000000000001,2532.793387012987,42.136477171363055,239.9775735064935,12.833563771051688,373.3713703896104,25.466042064262922,114.57002181818181,33.997366454371964
100140906517W500,dv_carb,-1926.1,133,13.200000000000301,2684.7654684210524,21.0467671189136,201.5156015037594,14.277891639540211,NA,NA,64.68064661654135,10.597561930688594
100140906517W500,dv_shale,-1907.25,244,24.2999999999997,2555.3321389344264,58.3982290339638,234.6558844262295,12.26700884769667,NA,NA,134.1528954918033,26.486329855544888
100141106223W500,dv_shale,-2582.9,425,42.4000000000001,2582.723761647059,73.28647155091598,237.62091294117647,10.55304937107499,397.80372,20.26081346513534,156.0334865882353,45.04064705994856
100141306118W500,dv_carb,-2144.25,134,13.299999999999699,2690.737587313433,22.59897175260971,193.70355671641792,21.50708148331246,NA,NA,53.562033582089555,22.51563804338539
100141306118W500,dv_shale,-2120.65,338,33.7000000000003,2569.418991715976,38.139672798956255,223.4996325443787,10.193098968952794,NA,NA,150.96383875739645,42.438626773667
100141606221W500,dv_shale,-2423.85,398,39.7000000000003,2539.1394841708543,41.629647883072344,246.3978351758794,10.36797743496087,NA,NA,154.2121256281407,43.1865654553265
100142306724W500,dv_carb,-2383.45,74,7.299999999999699,2706.9541067567566,61.32619597646163,182.1717391891892,5.243776480634364,NA,NA,18.20343783783784,7.911993300475416
100142306724W500,dv_shale,-2365.131615120275,291,29.5999999999999,2669.29341580756,53.969415620598696,192.55604845360824,19.18541770381392,NA,NA,61.86003470790378,30.242827220250575
100142406118W500,dv_carb,-2129.5,149,14.799999999999699,2701.7985637583893,20.83905631795744,181.75201610738256,12.572152114430823,NA,NA,46.87505033557047,18.219889559117412
100142406118W500,dv_shale,-2101.55,410,40.9000000000001,2581.3082136585367,45.21843776696784,222.49369609756098,12.053521822572103,NA,NA,143.8148048780488,40.569676903308604
100143306221W500,dv_carb,-2425.1,95,9.400000000000098,2665.971317894737,25.471937324678226,193.68196842105263,16.335046280081254,NA,NA,57.882,18.87586431936804
100143306221W500,dv_shale,-2401.15,384,38.2999999999997,2518.0789953125,41.29708137573435,244.21355338541667,13.089888735837071,NA,NA,134.2678515625,41.409809490465605
100152906420W500,dv_carb,-2227.2,147,14.599999999999898,2672.964768707483,65.94902209206414,184.1530925170068,17.371989664691522,NA,NA,33.192142857142855,13.24401891369464
100152906420W500,dv_shale,-2207.4,249,24.8000000000002,2541.1299582329316,36.04996342938649,244.75359959839358,14.824947414225667,NA,NA,108.21897590361446,22.03936477882826
100160706420W500,dv_shale,-2251.35,534,53.3000000000002,2625.892058988764,58.23795587956494,231.8617172284644,14.250510238427868,404.520552247191,26.507841736536264,87.9955509363296,17.932531533906438
100161206217W500,dv_carb,-2004.7,137,13.599999999999895,2692.8246510948907,39.92453121236276,179.2526788321168,7.992139693450194,NA,NA,31.346794160583944,11.714149895066363
100161206217W500,dv_shale,-1978.45,388,38.7000000000003,2566.737095103093,62.071477499904816,227.53850335051547,16.010655297746887,NA,NA,116.45007551546392,29.181828510227103
100162805818W500,dv_shale,-2278.85,518,51.7000000000003,2690.8220075289573,15.965409632364844,208.7814913127413,13.970033804333417,384.82525656370655,23.217240338591242,84.03495772200772,17.788471377990255
102020906220W500,dv_carb,-2364.5,189,18.800000000000203,2656.2583666666665,71.56363038542783,183.30378042328041,15.872908724300881,336.71583703703703,26.03755176326871,69.99425238095237,45.68162109583763
102020906220W500,dv_shale,-2334.45,412,41.0999999999999,2507.5280390776697,36.90022063272387,248.97446941747572,13.987513214883196,401.5584099514563,19.75135749674209,174.4746968446602,41.649578875794894
103011606324W500,dv_carb,-2684.45,84,8.299999999999699,2713.573461904762,19.482534424285518,173.25606071428572,11.081088516439209,322.0279761904762,17.242774483751116,36.17098452380952,10.117352296723816
103011606324W500,dv_shale,-2663.65,332,33.1000000000004,2557.4591560240965,44.78018002221303,237.23106927710845,10.605535490437642,388.06962409638555,19.066190454395567,163.3127186746988,43.04897404496419
103082506018W500,dv_shale,-2152.9,455,45.3999999999996,2585.0175367032966,85.2135544237705,236.37437802197803,19.392751022817677,387.6973553846154,20.28890822708018,125.1735945054945,46.36634951993471
